WKT,fid,O,D,length,walkwidth2,walkwidth,width,side,buile_MAX,build_ave,build_Min,katagawa,green_ori,bridge,tunnel,crosswalk_ori,roof,river,D/H,gradient2,gradient,maxspeed,O_altitude,D_altitude,crosswalk,pedst,green,walkratio,road,sidewalk,building,wall,fence,pole,traffic li,traffic si,vegetation,terrain,sky,unlabeled,rider,car,truck,bus,train,motorcycle,bycycle,others
"LINESTRING (139.6360897 35.4414185,139.6355015 35.4410603)",422,168,435,66.527,5.5,5.5,18.0,1,27.0,20.0,8.0,2.0,1,0,0,0,0,,0.9,-0.004509447,0.0045,40.0,1.5,1.2,0,0,1,0.305555555555556,0.29795873,0.068915873,0.24018650800000002,0.0007357139999999999,0.001218254,0.014471429,0.002100794,0.006954762,0.24625873,0.00700873,0.038938095,0.0029634920000000003,5.56e-05,0.040176984,0.013051587,0.003345238,0.0,0.0,0.000272222,2769.714286
"LINESTRING (139.6350218 35.4407617,139.6355015 35.4410603)",423,168,439,54.69,5.5,5.5,18.0,1,,0.0,,,1,0,0,0,0,,0.0,0.0036569759999999997,-0.0037,40.0,1.5,1.7,0,0,1,0.305555555555556,0.293106667,0.046386667,0.19759888899999997,0.006981111,0.001923333,0.025761111,0.002512222,0.004387778,0.219766667,0.003462222,0.085187778,0.001838889,0.0,0.07495444400000001,0.020508889,0.0023822220000000002,0.0,0.0,0.000674444,2262.0
"LINESTRING (139.635232 35.4413095,139.6354335 35.4411232,139.6355015 35.4410603)",424,168,686,36.931,3.5,3.5,17.0,1,30.0,20.25,7.0,2.0,2,0,0,0,0,,0.839506173,-0.002707752,0.0027,30.0,1.5,1.4,0,0,1,0.20588235294117604,0.302530556,0.042197222,0.2808,0.000497222,0.006286111,0.032265278,0.005269444,0.002458333,0.121163889,0.011847222,0.104681944,0.007688889,0.001843056,0.052409722,0.011286111000000001,0.00038611099999999996,0.0,4.17e-06,0.002591667,2482.75
"LINESTRING (139.6360329 35.4405747,139.6355634 35.4410037,139.6355015 35.4410603)",425,168,684,72.34,3.5,3.5,17.0,1,,0.0,,,2,0,0,0,0,,0.0,-0.0013823610000000001,0.0014,30.0,1.5,1.4,0,0,1,0.20588235294117604,0.274529365,0.043581746,0.244204762,0.018755556,0.002811905,0.026073016,0.0017404760000000001,0.004962698,0.20177857100000002,0.039496032,0.06212381,0.005396825,0.000626984,0.029586507999999997,0.011385714,0.021459524,0.0,2.0600000000000003e-05,0.000788889,1921.857143
"LINESTRING (139.6346019 35.4418919,139.6341377 35.4415733)",426,169,440,54.986000000000004,20.0,20.0,20.0,2,,0.0,,,3,0,0,0,0,,0.0,-0.010911868,0.0109,,1.6,1.0,0,1,1,0.0,0.18050463,0.064841667,0.182897222,0.000511111,0.054576852,0.024021296,0.000387963,0.016483333,0.28420833300000004,0.114901852,0.035200926,0.000863889,0.0,0.011035185,0.00049537,0.0,0.0,0.0,0.0,5232.666667
"LINESTRING (139.6342421 35.4422058,139.6346019 35.4418919)",427,169,170,47.757,5.0,5.0,6.5,1,0.0,0.0,0.0,0.0,3,0,0,0,0,,0.0,-0.002093934,0.0021,30.0,1.6,1.5,0,0,1,0.7692307692307689,0.208672222,0.131144444,0.33655333299999995,5.56e-06,0.012981111000000002,0.058195555999999996,0.006675556,0.008212222,0.10181666699999999,0.008811111,0.036674444,0.007943333,0.00022888900000000002,0.038187778,0.004553333,0.0,0.0,4.44e-06,0.000574444,6977.8
"LINESTRING (139.6350367 35.44149,139.6346019 35.4418919)",428,169,450,59.57,3.5,3.5,17.0,1,31.0,29.0,28.0,2.0,2,0,0,0,0,,0.5862068970000001,-0.003357395,0.0034,30.0,1.6,1.4,0,0,1,0.20588235294117604,0.267077778,0.049642593,0.335615741,0.0,0.005582406999999999,0.039984259,0.001763889,0.01062037,0.137644444,0.023955556,0.058831482000000004,0.006847221999999999,4.63e-06,0.020976852,0.0017879629999999998,0.0,0.0,1.0199999999999999e-05,4.6299999999999994e-05,7129.5
"LINESTRING (139.6351521 35.4422809,139.6346019 35.4418919)",429,169,418,65.995,20.0,20.0,20.0,2,30.0,30.0,30.0,1.0,3,0,0,0,0,,0.666666667,-0.0045457990000000005,0.0045,,1.6,1.3,0,1,1,0.0,0.158296825,0.057738095,0.379350794,0.0,0.012195238,0.033004762,0.002546825,0.015046031999999999,0.193281746,0.047439682999999996,0.03376746,0.013449206000000002,0.000292857,0.014648413,0.0033603170000000003,0.000326984,0.0,1.27e-05,0.0040809520000000005,5609.0
"LINESTRING (139.6338967 35.4425305,139.6342421 35.4422058)",430,170,349,47.777,3.5,3.5,17.0,1,,0.0,,,2,0,0,0,0,,0.0,-0.010465287,0.0105,30.0,1.5,1.0,0,0,1,0.20588235294117604,0.238681111,0.067087778,0.273407778,0.0,0.006988889,0.034978889,0.002581111,0.007314444,0.252882222,0.009453333000000001,0.042047778,0.00224,0.001508889,0.020897778,0.00010666700000000001,0.0,0.0,0.005846667,4.33e-05,6108.0
"LINESTRING (139.6342421 35.4422058,139.6347773 35.4425939)",431,170,554,64.908,20.0,20.0,20.0,2,30.0,30.0,30.0,1.0,3,0,0,0,0,,0.666666667,-0.003081284,0.0031,,1.5,1.3,0,1,1,0.0,0.15619537,0.048167593,0.24412870399999997,1.4800000000000002e-05,0.000812963,0.022356481,0.00046851900000000003,0.011787963,0.32840370399999996,0.049102778,0.010763888999999999,0.005928704,0.0,0.056859259,0.006028704,0.015325926,0.0,0.0,0.000138889,7832.833333
"LINESTRING (139.6333539 35.4416029,139.6342421 35.4422058)",432,170,427,104.73100000000001,20.0,20.0,20.0,2,,0.0,,,3,0,0,0,0,,0.0,-0.0038193090000000003,0.0038,,1.5,1.1,0,1,1,0.0,0.17616944399999998,0.067253333,0.267299444,3.06e-05,0.011556111,0.034753888999999996,0.001043333,0.009678889,0.260374444,0.10196833300000001,0.008283333,0.0017094439999999999,0.0,0.033003889,0.000973333,2.44e-05,0.0,0.0,0.000192222,4623.4
"LINESTRING (139.6293935 35.4440463,139.6293157 35.4439836,139.6288239 35.4435876)",433,171,444,72.554,2.5,2.5,12.5,1,,0.0,,,0,0,0,0,0,,0.0,0.004134851,-0.0041,,2.1,2.4,0,0,0,0.2,0.144876191,0.14187619099999998,0.415698413,0.000240476,0.021825397000000003,0.052993650999999996,0.0017841270000000002,0.014690476000000001,0.045681745999999995,0.018583333,0.05080873,0.008200794,0.0,0.058928571,0.001448413,0.002088095,0.0,0.0,0.00024365099999999998,3605.714286
"LINESTRING (139.6288285 35.444545,139.6288684 35.4445098,139.6293397 35.4440933,139.6293935 35.4440463)",434,171,330,75.46300000000001,5.5,5.5,26.0,1,,0.0,,,1,0,0,0,0,,0.0,0.006625764,-0.0066,50.0,2.1,2.6,0,0,1,0.211538461538462,0.35297777799999996,0.035479167,0.313995139,0.0,0.002167361,0.031966667000000004,0.001933333,0.00840625,0.10510069400000001,0.00023125,0.078916667,0.003945139,0.00029791700000000003,0.030486111,0.000449306,0.0,0.0,0.0,0.000429167,5979.25
"LINESTRING (139.6301082 35.444514,139.6294959 35.4441133,139.6293935 35.4440463)",435,171,347,83.045,4.0,4.0,13.0,1,,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,,2.1,2.1,0,0,0,0.307692307692308,0.192272917,0.11552638900000001,0.373754861,0.0,0.023436806,0.066374306,0.0036326390000000004,0.018302778000000002,0.093169444,0.002634722,0.024191667000000004,0.006819444,0.000103472,0.046297222,5.56e-06,4.72e-05,0.0,0.0,0.004988889,5119.5
"LINESTRING (139.6446521 35.4411152,139.6456703 35.4412465)",436,172,265,93.389,11.0,11.0,21.0,1,,0.0,,,1,0,0,0,0,,0.0,-0.00107079,0.0011,,1.5,1.4,0,0,1,0.523809523809524,0.146728395,0.13550493800000002,0.263412346,6.790000000000001e-05,0.063938272,0.053091358,0.00298642,0.017939506,0.167483333,0.015889506,0.038919136,0.0027277779999999997,0.0,0.034744444,0.000482099,0.0014290120000000001,0.0,0.00052963,0.0,9742.666667
"LINESTRING (139.645401 35.4421877,139.6456205 35.4414204,139.6456703 35.4412465)",437,172,173,107.463,0.0,6.0,6.0,0,,0.0,,,0,0,0,0,0,,0.0,-0.002791659,0.0028,,1.5,1.2,0,0,0,0.0,0.053002525,0.05134191900000001,0.45022424200000005,0.000156566,0.052781312999999996,0.037961111,0.000537374,0.018513636,0.144905556,0.010172222,0.004263131,0.00604596,3.54e-06,0.106392929,0.02060303,0.005262121,0.0,5.56e-06,0.002789899,6306.7272729999995
"LINESTRING (139.645401 35.4421877,139.6444489 35.4420516,139.6443221 35.442029)",438,173,267,99.32799999999999,2.5,2.5,11.0,1,,0.0,,,0,0,0,0,0,,0.0,0.001006765,-0.001,,1.2,1.3,0,0,0,0.22727272727272702,0.057310556,0.083128333,0.520864444,0.0,0.046466667,0.045494444,0.0029088890000000004,0.023033889,0.033863889,0.007468333000000001,0.019836111,0.017111111000000002,0.0,0.067812778,0.007402221999999999,0.00041722199999999997,0.0,0.000131111,0.002548889,11556.2
"LINESTRING (139.6450929 35.4432644,139.6452167 35.4428331,139.6452745 35.4426305,139.64539 35.4422263,139.645401 35.4421877)",439,173,174,122.934,0.0,6.0,6.0,0,,0.0,,,0,0,0,0,0,,0.0,0.000813445,-0.0008,,1.2,1.3,0,0,0,0.0,0.051206838,0.048152564,0.598507265,0.0,0.003694872,0.027268376,0.000250855,0.023222222,0.094340171,0.0019311970000000002,0.029227778,0.005944444,0.0,0.048432051,0.003373077,0.00010598299999999999,0.0,3.72e-05,0.00642094,10419.15385
"LINESTRING (139.6458997 35.4422627,139.645445 35.4421943,139.645401 35.4421877)",440,173,239,45.941,2.5,2.5,11.0,1,,0.0,,,0,0,0,0,0,,0.0,0.002176705,-0.0022,,1.2,1.3,0,0,0,0.22727272727272702,0.11955999999999999,0.129094444,0.437047778,0.0,0.0025366670000000003,0.053095555999999995,0.001176667,0.032377777999999996,0.07465,0.003113333,0.04365,0.010571111000000001,0.0,0.01901,0.0254,0.012126666999999999,0.0,0.0,0.003637778,5931.4
"LINESTRING (139.6450929 35.4432644,139.6455626 35.443342)",441,174,313,43.416000000000004,3.5,3.5,10.0,1,,0.0,,,0,0,0,0,0,,0.0,0.0,0.0,,1.3,1.3,0,0,0,0.35,0.002806944,0.033975,0.550866667,0.0,0.0,0.05548055599999999,0.003980556,0.049644444,0.034316667,0.0,0.009581944,0.192795833,0.0,0.007905556,0.006043056,0.000618056,0.0,0.0,0.002163889,8967.75
"LINESTRING (139.6449546 35.4437338,139.6450929 35.4432644)",442,174,176,53.678000000000004,0.0,6.0,6.0,0,,0.0,,,0,0,0,0,0,,0.0,0.001862961,-0.0019,,1.3,1.4,0,0,0,0.0,0.06289,0.069261111,0.6456333329999999,0.0,1e-05,0.036178889,0.000788889,0.018775556000000002,0.004711111,1.11e-05,0.026489999999999996,0.057605555999999995,8.44e-05,0.02267,0.004718889,2.9999999999999997e-05,0.0,5.56e-05,0.013358888999999999,6610.8
"LINESTRING (139.6449546 35.4437338,139.6448094 35.444236)",443,175,176,57.37,0.0,6.0,6.0,0,,0.0,,,0,0,0,0,0,,0.0,-0.006972285,0.006999999999999999,,1.8,1.4,0,0,0,0.0,0.164909259,0.096358333,0.46797222200000005,0.0,0.024262963,0.042980555999999996,0.00075463,0.017653704,0.032873148,0.000976852,0.0011518519999999999,0.005408333,0.004114815,0.013334259,0.09143796300000001,1.85e-05,0.0,0.0007935189999999999,0.003417593,5684.666667
"LINESTRING (139.6439059 35.4444609,139.6440358 35.444434,139.6448094 35.444236)",444,175,277,85.598,3.5,3.5,15.5,1,,0.0,,,0,0,0,0,0,,0.0,0.001168252,-0.0012,,1.8,1.9,0,0,0,0.22580645161290303,0.146626389,0.06642777799999999,0.45282708299999996,3.47e-06,0.0054625,0.028705556,0.00125625,0.011575694,0.06451875,0.0036263890000000003,0.017722917,0.013752083,1.74e-05,0.123546528,0.002975694,1.6e-05,0.0,6.94e-06,0.00621875,9848.5
"LINESTRING (139.6454301 35.4438224,139.6449546 35.4437338)",445,176,240,44.187,2.5,2.5,10.5,1,,0.0,,,0,0,0,0,0,,0.0,0.004526218,-0.0045,,1.4,1.6,0,0,0,0.23809523809523803,0.106601389,0.06448888900000001,0.38854166700000003,0.0,0.0215,0.048809722,0.002431944,0.03095,0.037618056000000004,0.002411111,0.127423611,0.004452778,2.78e-06,0.0175375,0.104273611,0.002873611,0.0,0.0,0.000741667,7081.5
"LINESTRING (139.6412061 35.4428736,139.6412713 35.4428405,139.6422128 35.4423187)",446,177,181,110.11399999999999,7.0,7.0,18.0,1,,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,30.0,1.3,1.3,0,0,1,0.38888888888888895,0.071105051,0.076925253,0.31447979800000003,0.000256566,0.041387374,0.032619192000000005,0.000708081,0.010221212,0.193454545,0.084021717,0.023323232000000003,0.006636869,0.0,0.086404545,0.000211111,0.000119192,0.0,4.29e-05,9.549999999999999e-05,10437.81818
"LINESTRING (139.6412061 35.4428736,139.6405836 35.4420708,139.640547 35.4420102)",447,177,719,113.098,7.0,7.0,25.5,1,,0.0,,,2,0,0,0,0,,0.0,0.002652567,-0.0027,50.0,1.3,1.6,0,0,1,0.27450980392156893,0.22320601899999998,0.075891667,0.173468056,6.809999999999999e-05,0.014323611000000002,0.031260185,0.001761111,0.011800463,0.151525463,0.04102037,0.07190092599999999,0.004911574,0.00027314799999999997,0.043026852000000004,0.0004888890000000001,0.01822037,0.0,0.0,0.000872685,24476.5
"LINESTRING (139.6416383 35.4434287,139.6412061 35.4428736)",448,177,178,73.095,7.0,7.0,25.5,1,,0.0,,,2,0,0,0,0,,0.0,-0.001368083,0.0014,50.0,1.3,1.2,0,0,1,0.27450980392156893,0.160538889,0.099940476,0.243666667,1.0300000000000001e-05,0.072088095,0.035586507999999996,0.0015396829999999998,0.008088095,0.22163333300000002,0.048663492,0.024710317000000002,0.000227778,0.0,0.029388095,0.0,5.4000000000000005e-05,0.0,0.0,0.002196825,9300.142856999999
"LINESTRING (139.6421279 35.444065,139.6416383 35.4434287)",449,178,179,83.506,7.0,7.0,25.5,1,26.0,13.66666667,7.0,1.0,2,0,0,0,0,,1.865853659,0.0,0.0,50.0,1.2,1.2,0,0,1,0.27450980392156893,0.143642361,0.088770139,0.23937569399999997,0.0,0.054468055999999994,0.027048611,0.000805556,0.008654166999999999,0.225140972,0.053265278,0.020978472,0.003486806,0.0,0.028059722000000002,0.018222916999999998,0.002740972,0.0,0.0,0.001482639,15094.375
"LINESTRING (139.6426457 35.4428519,139.641978 35.4432243,139.6419052 35.4432861,139.6416968 35.4433996,139.6416383 35.4434287)",450,178,182,111.745,7.0,7.0,18.0,1,,0.0,,,1,0,0,0,0,,0.0,0.001789789,-0.0018,,1.2,1.4,0,0,1,0.38888888888888895,0.10273636400000001,0.106038384,0.351603535,0.0,0.065279798,0.023828787999999997,0.001032323,0.008393939,0.174499495,0.063344444,0.009484343000000001,0.004103535,0.0,0.026808081,0.00018989900000000002,3.18e-05,0.0,6.57e-06,0.0,11271.363640000001
"LINESTRING (139.6431606 35.4435081,139.6422627 35.4439931,139.6421862 35.4440343,139.6421279 35.444065)",451,179,183,112.19,6.0,6.0,16.5,1,,0.0,,,2,0,0,0,0,,0.0,0.004456725,-0.0045,30.0,1.2,1.7,0,0,1,0.36363636363636404,0.11590185199999999,0.080085648,0.230287963,0.000153704,0.017165741,0.025304167000000002,0.001277778,0.0086375,0.32081435199999997,0.097193982,0.006569907,0.008353240999999999,0.0,0.052437963,0.000341667,0.000157407,0.0,0.0,0.000374537,6289.666667
"LINESTRING (139.6422128 35.4423187,139.6415231 35.4414554)",452,180,181,114.537,5.5,5.5,15.0,1,,0.0,,,1,0,0,0,0,,0.0,0.001746161,-0.0017,,1.1,1.3,0,0,1,0.3666666666666671,0.201579798,0.053363130999999994,0.283625758,0.000174747,0.030668687000000004,0.016778283,0.001011111,0.00505202,0.16929495,0.06383585900000001,0.054589394000000006,0.001257071,0.0005914140000000001,0.035569697000000004,0.009759091,0.00016464599999999998,0.0,0.00214697,0.001092424,12500.090909999999
"LINESTRING (139.6406171 35.4419355,139.6415231 35.4414554)",453,180,699,97.91,5.0,5.0,20.0,1,,0.0,,,2,0,0,0,0,,0.0,0.005106731,-0.0051,50.0,1.1,1.6,0,0,1,0.25,0.24133611100000002,0.028151111,0.30318611100000004,3.3299999999999996e-05,0.041990556,0.040523889,0.001171111,0.010245556,0.077382222,0.017081111,0.091748333,0.0016066670000000002,7.22e-06,0.088321111,0.0012555560000000001,0.004117222,0.0,0.0,3.5600000000000005e-05,9325.3
"LINESTRING (139.6423334 35.4410009,139.6415231 35.4414554)",454,180,184,89.12100000000001,5.0,5.0,20.0,1,,0.0,,,2,0,0,0,0,,0.0,0.0112207,-0.0112,50.0,1.1,2.1,0,0,1,0.25,0.212379012,0.054225309000000006,0.38796666700000004,0.0,0.036108025,0.044052469000000004,0.002360494,0.01178642,0.075151852,0.009001235,0.027142593,0.002830247,0.0,0.056079012000000004,0.0010395060000000002,0.005574074,0.0,0.0,1.11e-05,13372.555559999999
"LINESTRING (139.6426457 35.4428519,139.6422128 35.4423187)",455,181,182,71.086,5.5,5.5,15.0,1,,0.0,,,1,0,0,0,0,,0.0,0.001406747,-0.0014,,1.3,1.4,0,0,1,0.3666666666666671,0.18578174600000003,0.052234127000000005,0.307068254,0.00029365099999999997,0.044830952,0.023140476,0.0012285710000000001,0.008969048,0.17959047600000003,0.097289683,0.024914286,0.004320635,0.000140476,0.04540952400000001,0.00172381,6.43e-05,0.0,0.00021507900000000002,0.001261905,3874.142857
"LINESTRING (139.6422128 35.4423187,139.6426883 35.4420551)",456,181,315,52.102,7.0,7.0,18.0,1,,0.0,,,2,0,0,0,0,,0.0,0.003838624,-0.0038,30.0,1.3,1.5,0,0,1,0.38888888888888895,0.033651111000000004,0.016536666999999998,0.409898889,5.56e-06,0.018626667,0.025991111,0.0008411110000000001,0.004152222,0.15965222199999998,0.144511111,0.018564444,0.0042544440000000005,0.0,0.134666667,7.670000000000001e-05,0.0,0.0,0.0,0.0,5142.8
"LINESTRING (139.6431606 35.4435081,139.6426457 35.4428519)",457,182,183,86.601,5.5,5.5,15.0,1,,0.0,,,1,0,0,0,0,,0.0,0.0034641629999999997,-0.0035,,1.4,1.7,0,0,1,0.3666666666666671,0.188661728,0.077883333,0.425041358,2.65e-05,0.039595679,0.018848765,0.000922222,0.012260493999999999,0.06578827200000001,0.038148765,0.052727777999999996,0.006158642,0.0,0.049824691,0.000112346,3.8299999999999996e-05,0.0,0.0,0.00014321,4287.222222
"LINESTRING (139.6431255 35.4425801,139.6426457 35.4428519)",458,182,316,52.94,4.0,4.0,13.5,1,,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,,1.4,1.4,0,0,1,0.296296296296296,0.17685555600000002,0.08993222199999999,0.46321,0.0,0.02369,0.02864,0.0027244440000000003,0.012271111000000001,0.068285556,0.06587888900000001,0.017509999999999998,0.00023444400000000002,0.0,0.022378889,0.0,4.44e-06,0.0,0.0,0.0,5109.2
"LINESTRING (139.6434538 35.4438566,139.6431606 35.4435081)",459,183,270,46.98,5.5,5.5,15.0,1,,0.0,,,1,0,0,0,0,,0.0,0.002128565,-0.0021,,1.7,1.8,0,0,1,0.3666666666666671,0.171812222,0.05395,0.311616667,6.67e-06,0.031507778,0.039337778,0.003427778,0.019903333,0.18899000000000002,0.08241333299999999,0.023703332999999997,0.003458889,9.67e-05,0.056391110999999994,7.78e-06,1.11e-05,0.0,0.0,7.670000000000001e-05,2392.0
"LINESTRING (139.6421246 35.4407122,139.6423334 35.4410009)",460,184,675,37.26,3.0,3.0,10.0,1,,0.0,,,0,0,0,0,0,,0.0,0.042941492000000005,-0.0429,,2.1,3.7,0,0,0,0.3,0.175356944,0.058426389,0.165881944,0.0,0.291911111,0.022729167,0.001,0.003969444,0.039883333,6.809999999999999e-05,0.06946527799999999,0.021390278,0.0017944439999999999,0.041195833,0.002793056,0.000293056,0.0,0.00019722200000000002,0.002820833,18148.25
"LINESTRING (139.6423334 35.4410009,139.6424495 35.4411436,139.643039 35.4418606)",461,184,185,114.99700000000001,4.0,4.0,12.5,1,,0.0,,,1,0,0,0,0,,0.0,-0.006087115,0.0061,,2.1,1.4,0,0,1,0.32,0.116969907,0.044343981,0.255980093,0.0,0.07860324099999999,0.027703241,0.000511111,0.011899537,0.249278704,0.093663889,0.034893519,0.011544444,0.0,0.051271295999999994,0.0,0.0,0.0,0.0,0.000312037,4144.5
"LINESTRING (139.643105 35.4406132,139.6429889 35.4406683,139.6423334 35.4410009)",462,184,268,82.13,5.0,5.0,20.0,1,,0.0,,,2,0,0,0,0,,0.0,-0.004870328,0.0049,50.0,2.1,1.7,0,0,1,0.25,0.188808333,0.035879167000000003,0.24516736100000003,0.0,0.08909583300000001,0.026143056,0.000883333,0.008930556,0.207477778,0.030581944,0.036418056000000004,0.002734722,0.00024305599999999998,0.077252778,0.0017354170000000002,5.07e-05,0.0,0.0,0.0,8747.625
"LINESTRING (139.643039 35.4418606,139.6437913 35.4414465)",463,185,272,82.249,7.0,7.0,18.0,1,,0.0,,,2,0,0,0,0,,0.0,0.00121582,-0.0012,,1.4,1.5,0,0,1,0.38888888888888895,0.049434028,0.044309722,0.272299306,0.0,0.023992361,0.020286111000000003,0.0006861110000000001,0.007096528,0.269544444,0.194850694,0.011736111,0.000573611,0.0,0.086902083,0.0,0.0,0.0,0.0,0.001164583,3082.375
"LINESTRING (139.643039 35.4418606,139.6434717 35.4423947)",464,185,186,71.15899999999999,4.0,4.0,12.5,1,,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,,1.4,1.4,0,0,1,0.32,0.11569444400000001,0.072448413,0.353726191,0.0,0.019380952,0.027430159,0.002478571,0.008873016,0.175384127,0.007935714,0.00484127,0.019786508,0.0,0.106611111,0.002920635,0.002363492,0.0,0.00018888900000000003,0.00150873,14117.0
"LINESTRING (139.6426883 35.4420551,139.643039 35.4418606)",465,185,315,38.433,7.0,7.0,18.0,1,,0.0,,,2,0,0,0,0,,0.0,0.002601931,-0.0026,30.0,1.4,1.5,0,0,1,0.38888888888888895,0.083770833,0.028459722000000003,0.23656666699999998,0.0,0.030648611,0.016030556,0.000540278,0.007451389,0.35967222200000004,0.10918333300000001,0.005741667,0.0009388889999999999,0.0,0.09239722199999999,0.0,0.0,0.0,0.0,0.00016388900000000002,5118.25
"LINESTRING (139.6434717 35.4423947,139.6431255 35.4425801)",466,186,316,37.531,4.0,4.0,13.5,1,,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,,1.4,1.4,0,0,1,0.296296296296296,0.016954167,0.060373610999999994,0.468076389,0.0,0.004288889000000001,0.018506943999999997,0.002069444,0.011356943999999999,0.07894583299999999,0.040008333,0.0036583329999999997,0.008455556,0.0,0.20804166699999999,0.018279167,0.003775,0.0,0.0,0.0023125,9881.5
"LINESTRING (139.6442171 35.4419925,139.6434717 35.4423947)",467,186,269,80.993,4.0,4.0,13.5,1,,0.0,,,1,0,0,0,0,,0.0,-0.001234675,0.0012,,1.4,1.3,0,0,1,0.296296296296296,0.107699306,0.09404861099999999,0.491640972,0.0,0.0030902779999999997,0.026936806,0.001186806,0.007469444,0.075497917,0.007654861,0.010328472,0.021020833,1.32e-05,0.087933333,0.004398611,0.000103472,0.0,0.0,0.0067875,9754.125
"LINESTRING (139.644539 35.4456925,139.6445844 35.4457484)",468,187,188,7.452999999999999,3.5,3.5,13.0,1,,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,,3.8,3.8,1,0,0,0.0,0.0,0.008661110999999999,0.278361111,0.0,0.015933333,0.0,0.0,0.0012944439999999998,0.005855556,0.0016222220000000002,0.0019166670000000002,0.0,0.0,0.008833333,0.0,0.677522222,0.0,0.0,0.0,0.0
"LINESTRING (139.644117 35.4451458,139.6444966 35.4456418,139.644539 35.4456925)",469,187,189,71.816,3.5,3.5,13.0,1,,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,,3.8,3.8,0,0,1,0.269230769230769,0.220813492,0.12223254,0.458686508,0.000190476,0.020507937,0.037253175,0.00271746,0.0072817459999999995,0.058405556,0.00069127,0.008946032,0.011994443999999998,6.979999999999999e-05,0.031012698,0.006707937,0.0,0.0,4.7600000000000005e-05,0.000631746,2125.714286
"LINESTRING (139.6452775 35.4453271,139.6452057 35.4453593,139.6450695 35.4454185,139.6448172 35.4455425,139.6446 35.4456597,139.644539 35.4456925)",470,187,275,78.322,4.5,4.5,23.5,1,,0.0,,,1,0,0,0,0,,0.0,0.0,0.0,50.0,3.8,3.8,0,0,1,0.19148936170212802,0.26764375,0.058218056,0.32581944399999996,0.000284722,0.021722222000000003,0.031126388999999997,0.0013236110000000001,0.005934028,0.116482639,0.003146528,0.034397222000000005,0.0034291670000000003,0.0,0.030060417000000002,0.056099305999999995,0.0019208329999999998,0.0,0.0,0.0009569439999999999,7458.25
"LINESTRING (139.6445844 35.4457484,139.6446073 35.4457968,139.6446494 35.4458486,139.6450315 35.4463307)",471,188,631,76.487,3.5,3.5,13.0,1,,0.0,,,1,0,0,0,0,,0.0,-0.0052296470000000005,0.0052,,3.8,3.4,0,0,1,0.269230769230769,0.181445833,0.138331944,0.467376389,0.0,0.006359028,0.041753472,0.001345139,0.009770833,0.055561110999999996,0.00766875,0.015675694,0.013572917,6.94e-07,0.042920833,0.002861111,0.0015159720000000002,0.0,0.000240972,0.0006944439999999999,2322.875
"LINESTRING (139.6445844 35.4457484,139.6446432 35.4457172,139.6448505 35.4456073,139.645051 35.445514,139.6452438 35.4454244,139.6453119 35.4453926)",472,188,263,76.89699999999999,4.5,4.5,23.5,1,,0.0,,,1,0,0,0,0,,0.0,0.001300441,-0.0013,50.0,3.8,3.9,0,0,1,0.19148936170212802,0.259486111,0.062602778,0.280743056,0.0,0.029376389,0.038009722,0.001997917,0.0074652780000000005,0.170620833,0.017767361000000002,0.016327778,0.002530556,0.0,0.041504861000000004,0.000769444,1.39e-06,0.0,0.0,0.000649306,12626.5
"LINESTRING (139.6450062 35.4448202,139.6445574 35.4449413,139.6443314 35.4450378,139.644117 35.4451458)",473,189,271,88.777,3.5,3.5,10.5,1,,0.0,,,1,0,0,0,0,,0.0,-0.0045056720000000005,0.0045,,3.8,3.4,0,0,1,0.33333333333333304,0.18682083300000002,0.11909652800000001,0.427074306,0.0001625,0.0031493059999999997,0.026075,0.0006659719999999999,0.006083333000000001,0.124069444,0.011642361,0.026752777999999998,0.002476389,0.0022013889999999998,0.04260625,0.006029166999999999,4.1700000000000004e-05,0.0,8.89e-05,0.002829167,2184.25
"LINESTRING (139.6437118 35.4445274,139.644117 35.4451458)",474,189,274,77.947,3.5,3.5,13.0,1,,0.0,,,1,0,0,0,0,,0.0,-0.024375537000000003,0.0244,,3.8,1.9,0,0,1,0.269230769230769,0.2016625,0.091943056,0.486145139,0.0,0.006936805999999999,0.027860417000000002,0.000788194,0.013695833000000001,0.09239097199999999,0.003871528,0.023931944,0.005780556,0.00013055600000000002,0.027444444,0.002109722,0.0,0.0,0.0,0.000275694,2705.875
"LINESTRING (139.6446521 35.4411152,139.6449964 35.4401882,139.6451192 35.4399938,139.6452164 35.4398127,139.6452493 35.4397514)",475,190,265,161.423,4.0,4.0,11.0,1,,0.0,,,1,0,0,0,0,,0.0,-0.010531337,0.0105,,3.1,1.4,0,0,1,0.36363636363636404,0.09300208300000001,0.07415381900000001,0.416252778,1.22e-05,0.015421528,0.013592014,0.000856597,0.006036110999999999,0.12669930599999998,0.039787153,0.016021181000000002,0.001799306,0.0,0.10424861099999999,0.017112153,0.003055903,0.0,0.0,0.000594792,12843.8125
